Quarter,Electricity,Stationary,Transport,Fugitives,Industrial,Agriculture,Waste,Land sector
Jun-19,43.73328343,25.68447485,24.78094205,14.63468158,8.207876676,18.93578958,3.304814502,-15.21505135
Sep-19,43.64594816,26.7676381,24.50401912,14.19775439,8.020270281,18.5429685,3.382832113,-15.24222361
Dec-19,42.22634368,24.43648668,25.15065012,13.74617965,8.010709972,18.5429685,3.382832113,-15.24222361
Mar-20,44.29121461,23.04235986,23.65374596,13.44821879,7.897993945,18.3414145,3.346062199,-15.07654726
Jun-20,41.80167136,25.07230082,19.41389037,13.86652783,7.927444563,18.3414145,3.346062199,-15.07654726
Sep-20,42.17865716,26.90197037,20.85926756,12.84631263,8.150899081,19.85169629,3.425405714,-22.59465676
Dec-20,39.05740454,24.81465818,22.89323424,12.22887937,8.27772042,19.85169629,3.425405714,-22.59465676
Mar-21,40.62059555,23.19622474,22.11935526,12.06193702,8.080542686,19.42013767,3.350940373,-22.10346857
Jun-21,41.28096808,27.13136184,23.74762802,12.52446647,8.245056241,19.63591698,3.388173043,-22.34906266
Sep-21,40.56976425,27.76162738,20.60686535,12.81451425,8.244854869,20.07204941,3.538901805,-20.92102951
Dec-21,36.89985,25.2483538,23.24590107,12.34085203,8.391298398,20.07204941,3.538901805,-20.92102951
Mar-22,39.61953704,22.60543299,22.29918734,11.86567078,8.008551538,19.63570051,3.461969157,-20.46622452
Jun-22,39.3980843,26.27385636,23.3656039,12.14758972,8.240544784,19.85387496,3.500435481,-20.69362702
Sep-22,40.60979382,26.36143852,23.94056564,12.8708638,8.267556329,20.76639615,3.476440289,-18.57679351
Dec-22,34.9060985,24.75065705,24.43123184,12.29877755,8.338383747,20.76639615,3.476440289,-18.57679351
Mar-23,38.30830403,22.5796307,23.87707536,11.72277995,8.04687464,20.31495276,3.4008655,-18.17295017
Jun-23,38.82157615,26.12896801,24.36185912,12.0123538,8.333741689,20.54067446,3.438652894,-18.37487184
Sep-23,37.77917615,26.08978389,24.26988626,11.73701001,7.854904398,19.98765536,3.476440289,-18.57679351
Dec-23,34.76487311,24.06839732,25.05226535,11.7699205,7.728043006,19.98765536,3.476440289,-18.57679351
Mar-24,39.21616609,22.99078022,24.43443247,11.63659088,7.614789295,19.77039824,3.4008655,-18.17295017
Jun-24,40.77573967,25.29214922,24.63733035,11.94936498,7.485539832,19.77039824,3.438652894,-18.37487184
Sep-24,38.19907828,25.73578917,24.85055847,12.17900886,7.705328045,19.85615572,3.476440289,-18.57679351
Dec-24,33.72690112,23.88831546,25.53823674,11.69005101,7.551689112,19.85615572,3.476440289,-18.57679351
Mar-25,37.08038922,21.95055156,23.82101995,11.01140141,7.590077954,19.42450016,3.4008655,-18.17295017
