Quarter,Electricity,Stationary,Transport,Fugitives,Industrial,Agriculture,Waste,Land sector
Sep-12,47.10619486,25.57397499,23.21721405,11.52535812,7.51161264,21.4827949,3.345764346,3.67503268
Dec-12,45.57276837,22.63485354,23.84811921,11.41646069,7.49938339,21.4827949,3.345764346,3.67503268
Mar-13,47.13915046,20.68976297,22.80301509,10.73520496,7.305364807,21.01577762,3.273030338,3.595140665
Jun-13,47.14856457,24.73551472,23.26586865,11.74896281,7.368909447,21.24928626,3.309397342,3.635086672
Sep-13,44.52853482,25.38557482,23.55813969,11.11595075,7.499227258,21.57104005,3.333046136,1.065492019
Dec-13,43.93731765,23.09566825,23.88771698,10.70285688,7.498125113,21.57104005,3.333046136,1.065492019
Mar-14,46.8282233,21.39153565,22.60848492,10.71012163,7.269581975,21.10210439,3.260588611,1.042329149
Jun-14,45.43295813,23.44713064,23.03570025,10.85731924,7.34547949,21.33657222,3.296817374,1.053910584
Sep-14,47.42767894,24.81756135,23.91925507,12.46732114,7.666610147,20.80494115,3.202905402,-2.432663985
Dec-14,46.61426135,20.72943072,24.43036652,12.02902307,7.655051573,20.80494115,3.202905402,-2.432663985
Mar-15,47.68913654,20.24394583,23.41106777,11.49584726,7.541274891,20.35265982,3.133277023,-2.379779986
Jun-15,47.22817682,23.94227227,23.47178702,12.57047215,7.614858747,20.57880048,3.168091212,-2.406221986
Sep-15,49.27414478,24.22855408,24.24209418,12.7269633,7.711218237,20.40519462,3.284456039,-15.2136336
Dec-15,47.86062189,22.0387863,24.68934197,12.77441396,7.708040382,20.40519462,3.284456039,-15.2136336
Mar-16,49.47129942,20.67104212,23.74071332,11.83790143,7.569829686,20.18339902,3.24875543,-15.04826802
Jun-16,48.13004398,23.53852918,23.55371978,12.5085485,7.573318048,20.18339902,3.24875543,-15.04826802
Sep-16,48.02943773,24.30363753,23.80448977,13.64782317,7.91994721,21.65917368,3.357256067,-7.4076788
Dec-16,44.23004473,23.59465829,24.85375017,13.41257063,7.892194397,21.65917368,3.357256067,-7.4076788
Mar-17,48.71301545,21.9946581,24.3669748,12.2462804,7.642724559,21.18832208,3.284272239,-7.246642304
Jun-17,48.80780366,24.31226026,24.82422381,12.52143177,7.711734315,21.42374788,3.320764153,-7.327160552
Sep-17,46.35800875,26.03853326,24.97442203,14.62304795,7.893214509,21.4249784,3.229321895,-14.71110595
Dec-17,44.9115774,23.84421026,25.41376817,13.46460145,7.902403153,21.4249784,3.229321895,-14.71110595
Mar-18,46.62456005,22.20591118,24.58306288,12.99421698,7.963898994,20.959218,3.159119245,-14.3912993
Jun-18,45.76987298,25.388441,25.17439771,13.79701538,8.064536799,21.1920982,3.19422057,-14.55120262
Sep-18,45.41063954,27.37858671,25.31560595,14.46529434,8.306221672,20.04654965,3.337725587,-16.00629492
Dec-18,43.73655717,23.64223535,25.75360091,14.27945343,8.100298823,20.04654965,3.337725587,-16.00629492
Mar-19,46.37869623,22.04493711,24.25122326,13.34205054,7.911854185,19.61075509,3.265166335,-15.65833199
Jun-19,43.82281691,25.84649714,24.88389001,14.13134475,8.218931643,19.82865237,3.301445961,-15.83231345
Sep-19,43.69114784,26.89347468,24.61857501,13.83792499,8.029442706,19.44793832,3.402130813,-15.39156575
Dec-19,42.27464838,24.52713738,25.2689183,13.40065053,8.019794948,19.44793832,3.402130813,-15.39156575
Mar-20,44.28600457,23.15104569,23.76763734,13.1087893,7.906044735,19.23654769,3.36515113,-15.22426612
Jun-20,41.79625197,25.11244921,19.52592836,13.5149426,7.936477851,19.23654769,3.36515113,-15.22426612
Sep-20,42.21973928,26.88263161,20.97385234,12.58767802,8.182086484,20.76734531,3.389266824,-22.31468222
Dec-20,39.08770875,24.87538306,23.01440977,11.97305693,8.309996295,20.76734531,3.389266824,-22.31468222
Mar-21,40.65682515,23.31001698,22.23470141,11.80734192,8.112017529,20.31588128,3.31558711,-21.82958044
Jun-21,41.33053895,27.23846204,23.87427504,12.26480679,8.277607598,20.5416133,3.352426967,-22.07213133
Sep-21,40.53837688,27.75081548,20.66564149,12.53191351,8.265092361,20.97572778,3.494724171,-22.27514653
Dec-21,36.94565249,25.36473226,23.31393649,12.0684751,8.412596654,20.97572778,3.494724171,-22.27514653
Mar-22,39.79487799,22.60234764,22.3583052,11.60173248,8.027923021,20.5197337,3.418751906,-21.79090422
Jun-22,39.48815069,26.38900862,23.42527363,11.87354296,8.261485805,20.74773074,3.456738038,-22.03302537
Sep-22,40.70601666,26.94198139,23.93128404,12.55692727,8.208464974,21.8164239,3.494724171,-22.27514653
Dec-22,34.93062071,25.22324928,24.45463344,12.00484937,8.279782286,21.8164239,3.494724171,-22.27514653
Mar-23,38.67521353,23.01302401,23.89062794,11.46253894,7.988368351,21.34215381,3.418751906,-21.79090422
Jun-23,39.02520382,26.87038517,24.37597496,11.74018039,8.276743179,21.57928886,3.456738038,-22.03302537
Sep-23,37.96659828,26.44092065,24.27960076,11.71722821,8.213365001,21.24923108,3.494724171,-22.27514653
Dec-23,34.89846597,24.23074771,25.08413852,11.84706446,8.092554684,21.24923108,3.494724171,-22.27514653
Mar-24,39.22489628,23.14182972,24.45135448,11.75918732,7.950763522,21.01826118,3.418751906,-21.79090422
Jun-24,40.91145854,25.89850256,24.77356546,11.78765498,8.059298727,21.01826118,3.456738038,-22.03302537
